Time (hours),Mean surface MP concentration,Standard deviation
67.61476147614762,75942.7,12.157713600837948
67.68676867686769,75942.7,12.157713600837948
67.75877587758777,75942.7,12.157713600837948
67.83078307830783,75942.7,12.157713600837948
67.90279027902791,75942.7,12.157713600837948
67.97479747974798,75942.4,12.216382443260361
68.04680468046804,75942.4,12.216382443260361
68.11881188118812,75942.4,12.216382443260361
68.19081908190819,75942.3,12.361634196173256
68.26282628262827,75942.3,12.361634196173256
68.33483348334833,75942.3,12.361634196173256
68.40684068406841,75942.3,12.361634196173256
68.47884788478848,75942.3,12.361634196173256
68.55085508550856,75942.3,12.361634196173256
68.62286228622862,75942.3,12.361634196173256
68.69486948694869,75942.3,12.361634196173256
68.76687668766877,75942.3,12.361634196173256
68.83888388838884,75942.3,12.361634196173256
68.91089108910892,75942.3,12.361634196173256
68.98289828982898,75941.6,12.387090053761618
69.05490549054906,75941.6,12.387090053761618
69.12691269126913,75941.6,12.387090053761618
69.1989198919892,75941.6,12.387090053761618
69.27092709270927,75941.6,12.387090053761618
69.34293429342935,75941.6,12.387090053761618
69.41494149414942,75941.6,12.387090053761618
69.48694869486948,75941.6,12.387090053761618
69.55895589558956,75941.6,12.387090053761618
69.63096309630963,75941.6,12.387090053761618
69.70297029702971,75941.6,12.387090053761618
69.77497749774977,75941.6,12.387090053761618
69.84698469846985,75941.6,12.387090053761618
69.91899189918992,75941.6,12.387090053761618
69.99099909991,75941.3,12.54631419979589
70.06300630063006,75941.3,12.54631419979589
70.13501350135013,75941.3,12.54631419979589
70.20702070207021,75941.3,12.54631419979589
70.27902790279028,75941.3,12.54631419979589
70.35103510351036,75941.3,12.54631419979589
70.42304230423042,75941.3,12.54631419979589
70.4950495049505,75941.3,12.54631419979589
70.56705670567057,75941.3,12.54631419979589
70.63906390639065,75941.3,12.54631419979589
70.71107110711071,75941.3,12.54631419979589
70.78307830783079,75941.3,12.54631419979589
